402.0, 298.0, 56.0, 87.0
402.0, 298.0, 56.0, 87.0
402.0, 299.0, 56.0, 87.0
401.0, 300.0, 56.0, 87.0
401.0, 301.0, 56.0, 87.0
401.0, 299.0, 56.0, 87.0
401.0, 301.0, 56.0, 87.0
400.0, 301.0, 56.0, 87.0
400.0, 300.0, 56.0, 87.0
401.0, 300.0, 56.0, 87.0
400.0, 301.0, 56.0, 87.0
400.0, 301.0, 56.0, 87.0
401.0, 302.0, 56.0, 87.0
400.0, 303.0, 56.0, 87.0
400.0, 301.0, 56.0, 87.0
400.0, 303.0, 56.0, 87.0
400.0, 303.0, 56.0, 87.0
400.0, 303.0, 56.0, 87.0
400.0, 303.0, 56.0, 87.0
401.0, 304.0, 56.0, 87.0
402.0, 305.0, 56.0, 87.0
401.0, 304.0, 56.0, 87.0
402.0, 306.0, 56.0, 87.0
403.0, 306.0, 56.0, 87.0
403.0, 307.0, 56.0, 87.0
402.0, 306.0, 56.0, 87.0
403.0, 308.0, 56.0, 87.0
404.0, 308.0, 56.0, 87.0
404.0, 309.0, 56.0, 87.0
404.0, 309.0, 56.0, 87.0
405.0, 309.0, 56.0, 87.0
405.0, 310.0, 56.0, 87.0
405.0, 311.0, 56.0, 87.0
406.0, 310.0, 56.0, 87.0
406.0, 311.0, 56.0, 87.0
406.0, 312.0, 56.0, 87.0
407.0, 313.0, 56.0, 87.0
407.0, 313.0, 56.0, 87.0
407.0, 313.0, 56.0, 87.0
408.0, 313.0, 56.0, 87.0
408.0, 314.0, 56.0, 87.0
407.0, 315.0, 56.0, 87.0
409.0, 315.0, 56.0, 87.0
409.0, 315.0, 56.0, 87.0
410.0, 316.0, 56.0, 87.0
410.0, 319.0, 56.0, 87.0
411.0, 318.0, 56.0, 87.0
411.0, 319.0, 56.0, 87.0
411.0, 319.0, 56.0, 87.0
411.0, 320.0, 56.0, 87.0
411.0, 322.0, 56.0, 87.0
412.0, 323.0, 56.0, 87.0
412.0, 323.0, 56.0, 87.0
411.0, 323.0, 56.0, 87.0
411.0, 324.0, 56.0, 87.0
411.0, 325.0, 56.0, 87.0
411.0, 325.0, 56.0, 87.0
411.0, 326.0, 56.0, 87.0
411.0, 327.0, 56.0, 87.0
411.0, 327.0, 56.0, 87.0
411.0, 328.0, 56.0, 87.0
411.0, 329.0, 56.0, 87.0
411.0, 329.0, 56.0, 87.0
411.0, 329.0, 56.0, 87.0
412.0, 330.0, 56.0, 87.0
412.0, 333.0, 56.0, 87.0
411.0, 332.0, 56.0, 87.0
412.0, 333.0, 56.0, 87.0
413.0, 333.0, 56.0, 87.0
413.0, 334.0, 56.0, 87.0
414.0, 335.0, 56.0, 87.0
414.0, 335.0, 56.0, 87.0
414.0, 336.0, 56.0, 87.0
415.0, 338.0, 56.0, 87.0
415.0, 339.0, 56.0, 87.0
416.0, 339.0, 56.0, 87.0
416.0, 340.0, 56.0, 87.0
417.0, 341.0, 56.0, 87.0
417.0, 341.0, 56.0, 87.0
417.0, 341.0, 56.0, 87.0
418.0, 342.0, 56.0, 87.0
418.0, 343.0, 56.0, 87.0
419.0, 343.0, 56.0, 87.0
419.0, 343.0, 56.0, 87.0
