646.0, 380.0, 69.0, 92.0
645.0, 380.0, 69.0, 92.0
645.0, 380.0, 69.0, 92.0
644.0, 379.0, 69.0, 92.0
643.0, 379.0, 69.0, 92.0
642.0, 379.0, 69.0, 92.0
640.0, 378.0, 69.0, 92.0
639.0, 378.0, 69.0, 92.0
638.0, 377.0, 69.0, 92.0
636.0, 377.0, 69.0, 92.0
634.0, 376.0, 69.0, 92.0
633.0, 375.0, 69.0, 92.0
633.0, 375.0, 69.0, 92.0
631.0, 374.0, 69.0, 92.0
630.0, 373.0, 69.0, 92.0
627.0, 373.0, 69.0, 92.0
626.0, 372.0, 69.0, 92.0
624.0, 372.0, 69.0, 92.0
622.0, 371.0, 69.0, 92.0
620.0, 371.0, 69.0, 92.0
618.0, 370.0, 69.0, 92.0
616.0, 369.0, 69.0, 92.0
614.0, 369.0, 69.0, 92.0
612.0, 368.0, 69.0, 92.0
610.0, 368.0, 69.0, 92.0
607.0, 368.0, 69.0, 92.0
606.0, 368.0, 69.0, 92.0
603.0, 367.0, 69.0, 92.0
602.0, 367.0, 69.0, 92.0
599.0, 366.0, 69.0, 92.0
596.0, 365.0, 69.0, 92.0
593.0, 364.0, 69.0, 92.0
592.0, 362.0, 69.0, 92.0
590.0, 361.0, 69.0, 92.0
589.0, 360.0, 69.0, 92.0
590.0, 359.0, 69.0, 92.0
590.0, 359.0, 69.0, 92.0
591.0, 359.0, 69.0, 92.0
593.0, 358.0, 69.0, 92.0
595.0, 358.0, 69.0, 92.0
597.0, 357.0, 69.0, 92.0
599.0, 355.0, 69.0, 92.0
601.0, 354.0, 69.0, 92.0
603.0, 352.0, 69.0, 92.0
605.0, 351.0, 69.0, 92.0
608.0, 349.0, 69.0, 92.0
610.0, 348.0, 69.0, 92.0
612.0, 348.0, 69.0, 92.0
614.0, 348.0, 69.0, 92.0
617.0, 348.0, 69.0, 92.0
620.0, 347.0, 69.0, 92.0
622.0, 347.0, 69.0, 92.0
624.0, 345.0, 69.0, 92.0
626.0, 344.0, 69.0, 92.0
628.0, 343.0, 69.0, 92.0
631.0, 341.0, 69.0, 92.0
633.0, 340.0, 69.0, 92.0
635.0, 339.0, 69.0, 92.0
637.0, 338.0, 69.0, 92.0
638.0, 338.0, 69.0, 92.0
640.0, 337.0, 69.0, 92.0
642.0, 337.0, 69.0, 92.0
644.0, 336.0, 69.0, 92.0
646.0, 335.0, 69.0, 92.0
648.0, 334.0, 69.0, 92.0
651.0, 332.0, 69.0, 92.0
653.0, 331.0, 69.0, 92.0
655.0, 329.0, 69.0, 92.0
657.0, 328.0, 69.0, 92.0
659.0, 328.0, 69.0, 92.0
661.0, 328.0, 69.0, 92.0
662.0, 328.0, 69.0, 92.0
663.0, 327.0, 69.0, 92.0
665.0, 327.0, 69.0, 92.0
667.0, 326.0, 69.0, 92.0
670.0, 324.0, 69.0, 92.0
671.0, 323.0, 69.0, 92.0
673.0, 321.0, 69.0, 92.0
675.0, 320.0, 69.0, 92.0
676.0, 319.0, 69.0, 92.0
677.0, 318.0, 69.0, 92.0
680.0, 317.0, 69.0, 92.0
680.0, 317.0, 69.0, 92.0
681.0, 317.0, 69.0, 92.0
683.0, 316.0, 69.0, 92.0
685.0, 314.0, 69.0, 92.0
686.0, 313.0, 69.0, 92.0
686.0, 311.0, 69.0, 92.0
687.0, 309.0, 69.0, 92.0
688.0, 308.0, 69.0, 92.0
688.0, 306.0, 69.0, 92.0
689.0, 306.0, 69.0, 92.0
690.0, 305.0, 69.0, 92.0
690.0, 305.0, 69.0, 92.0
690.0, 304.0, 69.0, 92.0
691.0, 303.0, 69.0, 92.0
692.0, 302.0, 69.0, 92.0
692.0, 301.0, 69.0, 92.0
693.0, 299.0, 69.0, 92.0
694.0, 298.0, 69.0, 92.0
694.0, 296.0, 69.0, 92.0
695.0, 295.0, 69.0, 92.0
696.0, 294.0, 69.0, 92.0
696.0, 293.0, 69.0, 92.0
696.0, 293.0, 69.0, 92.0
697.0, 291.0, 69.0, 92.0
698.0, 290.0, 69.0, 92.0
697.0, 289.0, 69.0, 92.0
698.0, 287.0, 69.0, 92.0
698.0, 285.0, 69.0, 92.0
698.0, 283.0, 69.0, 92.0
698.0, 282.0, 69.0, 92.0
699.0, 282.0, 69.0, 92.0
701.0, 281.0, 69.0, 92.0
701.0, 281.0, 69.0, 92.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
